Country,ISO3,Year,y_true,y_pred,Residual,Cooks_D
Liberia,LBR,2020,63.5,62.974708333333375,0.5252916666666252,0.0006762866195953931
Syrian Arab Republic,SYR,2018,64.3,65.7394611111112,-1.4394611111112,0.0006734025690545727
Serbia,SRB,2020,74.4,75.02965531995478,-0.6296553199547787,0.0006696445133923477
Jamaica,JAM,2020,72.6,73.10817925365548,-0.5081792536554843,0.0006682808935028074
Fiji,FJI,2021,65.5,65.58563695563701,-0.08563695563701401,0.0006669825812420796
Seychelles,SYC,2021,74.0,75.28472288491085,-1.284722884910849,0.0006642136592109687
Tajikistan,TJK,2020,70.6,71.6584170698148,-1.0584170698148085,0.0006580489487271378
Burkina Faso,BFA,2020,62.9,62.43847222222224,0.46152777777776066,0.0006562000988573939
Portugal,PRT,2019,81.4,80.87955502237409,0.5204449776259139,0.0006548855712210573
Cambodia,KHM,2020,69.8,69.75387567147601,0.0461243285239874,0.0006520301405100366
Nauru,NRU,2019,73.7,73.00463240116665,0.6953675988333572,0.0006424953182635698
Nigeria,NGA,2020,62.8,62.980666666666636,-0.18066666666663878,0.000640832165945823
Madagascar,MDG,2018,63.7,63.911919191919175,-0.21191919191917208,0.000639495241035799
Bosnia and Herzegovina,BIH,2020,75.7,77.22479383231148,-1.5247938323114738,0.0006390128039458026
Malawi,MWI,2021,62.5,62.80323333333334,-0.30323333333333835,0.0006367291078869949
United Arab Emirates,ARE,2019,81.4,81.70177976190489,-0.3017797619048821,0.0006345334231865773
Palau,PLW,2019,73.7,73.06281042959277,0.6371895704072301,0.0006328636458229848
Palau,PLW,2018,73.5,72.89738910613038,0.602610893869624,0.0006314321878463307
Ecuador,ECU,2018,77.5,77.41456476205984,0.08543523794016039,0.0006280269796807274
"Moldova, Republic of",MDA,2020,72.1,72.82808166778513,-0.7280816677851334,0.0006260470628254561
Albania,ALB,2020,76.5,78.27966666666666,-1.7796666666666567,0.0006258966246808622
Uzbekistan,UZB,2019,72.3,73.13826954527502,-0.8382695452750255,0.000616098575036395
Mozambique,MOZ,2021,57.7,58.59999999999997,-0.8999999999999702,0.0006151288488450019
Lebanon,LBN,2019,79.3,78.8938333333333,0.4061666666666923,0.0006151086964471297
Indonesia,IDN,2018,71.2,71.42846300584333,-0.22846300584332369,0.0006147116336782965
Qatar,QAT,2019,78.9,80.09561111111111,-1.1956111111111056,0.0006130666642576529
Honduras,HND,2021,69.0,70.43294444444447,-1.4329444444444732,0.0006106410974456443
Russian Federation,RUS,2020,71.4,71.61358333333328,-0.2135833333332755,0.0006087556703572935
