feature_1,feature_2,pearson_corr,abs_pearson_corr
pol3_coverage_pct,dtp3_coverage_pct,0.9660022076361577,0.9660022076361577
overweight_adults_pct,underweight_adults_pct,-0.8565163547321971,0.8565163547321971
