metric,value
Shapiro_Wilk_stat,0.9209911319162155
Shapiro_Wilk_p,1.2882773649459778e-19
Breusch_Pagan_stat,36.63304963837797
Breusch_Pagan_p,0.0002561529840049732
Durbin_Watson,1.674107788823952
High_Influence_Count_CooksD_gt_0_5,0.0
